id,name,type,attribute,race,level,attack_points,defense_points,cost,rarity,description,image
385,Bickuribox,Fusion Monster,DARK,Fiend,7,2300,2000,7,Common,"""Crass Clown"" + ""Dream Clown""",https://images.ygoprodeck.com/images/cards/25655502.jpg
386,Harpie's Pet Dragon,Effect Monster,WIND,Dragon,7,2000,2500,7,Common,"Gains 300 ATK/DEF for each ""Harpie Lady"" on the field.",https://images.ygoprodeck.com/images/cards/52040216.jpg
387,Mystic Lamp,Effect Monster,DARK,Spellcaster,1,400,300,1,Common,This monster can attack your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/98049915.jpg
388,Pendulum Machine,Normal Monster,DARK,Machine,6,1750,2000,6,Common,A horrible torture machine with a large pendulum blade.,https://images.ygoprodeck.com/images/cards/24433920.jpg
389,Giltia the D. Knight,Fusion Monster,LIGHT,Warrior,5,1850,1500,5,Common,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",https://images.ygoprodeck.com/images/cards/51828629.jpg
390,Launcher Spider,Normal Monster,FIRE,Machine,7,2200,2500,7,Common,A mechanical spider with rocket launchers capable of random fire.,https://images.ygoprodeck.com/images/cards/87322377.jpg
391,Zoa,Normal Monster,DARK,Fiend,7,2600,1900,7,Common,"A monster whose full potential can be achieved when outfitted with ""Metalmorph"".",https://images.ygoprodeck.com/images/cards/24311372.jpg
392,Metalzoa,Effect Monster,DARK,Machine,8,3000,2300,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing ""Zoa"" equipped with ""Metalmorph"".",https://images.ygoprodeck.com/images/cards/50705071.jpg
393,Zone Eater,Effect Monster,WATER,Aqua,1,250,200,1,Common,A monster attacked by this card will be destroyed during the End Phase of the 5th turn after the attack.,https://images.ygoprodeck.com/images/cards/86100785.jpg
394,Steel Scorpion,Effect Monster,EARTH,Machine,1,250,300,1,Common,"A non Machine-Type Monster attacking ""Steel Scorpion"" will be destroyed at the End Phase of your opponent's 2nd turn after the attack.",https://images.ygoprodeck.com/images/cards/13599884.jpg
395,Dancing Elf,Normal Monster,WIND,Fairy,1,300,200,1,Common,An elf that dances across the sky with wings of razor-sharp blades.,https://images.ygoprodeck.com/images/cards/59983499.jpg
396,Ocubeam,Normal Monster,LIGHT,Fairy,5,1550,1650,5,Common,"Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement.",https://images.ygoprodeck.com/images/cards/86088138.jpg
397,Leghul,Effect Monster,EARTH,Insect,1,300,350,1,Common,This monster may attack your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/12472242.jpg
398,Ooguchi,Effect Monster,WATER,Aqua,1,300,250,1,Common,This monster may attack your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/58861941.jpg
399,Swordsman from a Foreign Land,Normal Monster,WATER,Fiend,6,2100,1700,6,Common,,
400,Emperor of the Land and Sea,Normal Monster,WATER,Reptile,5,1800,1500,5,Common,''A reptilian monster that sprays fire in every direction.'',https://images.ygoprodeck.com/images/cards/11250655.jpg
401,Ushi Oni,Normal Monster,DARK,Fiend,6,2150,1950,6,Common,"A bull fiend restored by the dark arts, this monster appears out of a jar.",https://images.ygoprodeck.com/images/cards/48649353.jpg
402,Monster Eye,Effect Monster,DARK,Fiend,1,250,350,1,Common,"You can pay 1000 Life Points; add 1 ""Polymerization"" from your Graveyard to your hand.",https://images.ygoprodeck.com/images/cards/84133008.jpg
403,Leogun,Normal Monster,EARTH,Beast,5,1750,1550,5,Common,Huge monster with a lion's mane similar to the King of Beasts.,https://images.ygoprodeck.com/images/cards/10538007.jpg
404,Tatsunootoshigo,Normal Monster,EARTH,Beast,5,1350,1600,5,Common,''A bizarre monster with the torso of a horse and a fish's tail. It gallops through the sea as if it were the wind.'',https://images.ygoprodeck.com/images/cards/47922711.jpg
405,Saber Slasher,Normal Monster,DARK,Machine,5,1450,1500,5,Common,A lethal engine of destruction that wields two well-honed blades.,https://images.ygoprodeck.com/images/cards/73911410.jpg
406,Yaiba Robo,Normal Monster,DARK,Machine,4,1000,1300,4,Common,A cubical machine equipped with cutting blades for shredding an opponent to mincemeat.,https://images.ygoprodeck.com/images/cards/10315429.jpg
407,Machine King,Effect Monster,EARTH,Machine,6,2200,2000,6,Common,This card gains 100 ATK for each Machine-Type monster on the field.,https://images.ygoprodeck.com/images/cards/46700124.jpg
408,Giant Mech-Soldier,Normal Monster,EARTH,Machine,6,1750,1900,6,Common,This monster swings an earth-shaking axe that cannot be blocked by a common sword.,https://images.ygoprodeck.com/images/cards/72299832.jpg
409,Metal Dragon,Fusion Monster,WIND,Machine,6,1850,1700,6,Common,"""Steel Ogre Grotto #1"" + ""Lesser Dragon""",https://images.ygoprodeck.com/images/cards/9293977.jpg
410,Mechanical Spider,Normal Monster,EARTH,Warrior,5,1200,1200,5,Common,,
411,Bat,Normal Monster,WIND,Machine,1,300,350,1,Common,''A mechanical bat that drops blasts from its wings.'',https://images.ygoprodeck.com/images/cards/72076281.jpg
412,Giga-Tech Wolf,Normal Monster,FIRE,Machine,4,1200,1400,4,Common,An iron wolf with razor-sharp fangs that can penetrate any armor.,https://images.ygoprodeck.com/images/cards/8471389.jpg
413,Cyber Soldier,Normal Monster,DARK,Machine,5,1500,1700,5,Common,"''Guardian of the Machine King, it crushes opposition by rolling over them.''",https://images.ygoprodeck.com/images/cards/44865098.jpg
414,Shovel Crusher,Normal Monster,EARTH,Machine,3,900,1200,3,Common,"Armed with a pair of shovels, this monster will destroy anything that stands in its way.",https://images.ygoprodeck.com/images/cards/71950093.jpg
415,Mechanicalchaser,Normal Monster,DARK,Machine,4,1850,800,4,Common,A hunter that relentlessly pursues its target by order of the Machine King.,https://images.ygoprodeck.com/images/cards/7359741.jpg
416,Blocker,Normal Monster,DARK,Machine,4,850,1800,4,Common,"Constructed from several components, this monster can launch them in a pincer attack.",https://images.ygoprodeck.com/images/cards/34743446.jpg
417,Blast Juggler,Effect Monster,FIRE,Machine,3,800,900,3,Common,You can only activate this effect during your Standby Phase. Tribute this face-up card to select and destroy 2 face-up monsters with an ATK 1000 or less.,https://images.ygoprodeck.com/images/cards/70138455.jpg
418,Golgoil,Normal Monster,EARTH,Machine,4,900,1600,4,Common,An iron giant that appears from a dimensional rift.,https://images.ygoprodeck.com/images/cards/7526150.jpg
419,Giganto,Normal Monster,DARK,Machine,5,1700,1800,5,Common,A massive steel ball that mows down anything in its path.,https://images.ygoprodeck.com/images/cards/33621868.jpg
420,Cyber-Stein,Effect Monster,DARK,Machine,2,700,500,2,Common,You can pay 5000 LP; Special Summon 1 Fusion Monster from your Extra Deck in Attack Position.,https://images.ygoprodeck.com/images/cards/69015963.jpg
421,Cyber Commander,Normal Monster,DARK,Machine,2,750,700,2,Common,''A strike force equipped with rocket launchers and bazookas.'',https://images.ygoprodeck.com/images/cards/6400512.jpg
422,Jinzo #7,Effect Monster,DARK,Machine,2,500,400,2,Common,This monster can attack your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/32809211.jpg
423,Dice Armadillo,Normal Monster,EARTH,Machine,5,1650,1800,5,Common,''An armadillo monster that rolls up to form a dice-like shape.'',https://images.ygoprodeck.com/images/cards/69893315.jpg
424,Sky Dragon,Normal Monster,WIND,Dragon,6,1900,1800,6,Common,A flying dragon with four wings housing some very dangerous blades.,https://images.ygoprodeck.com/images/cards/95288024.jpg
425,Thunder Dragon,Effect Monster,LIGHT,Thunder,5,1600,1500,5,Common,"You can discard this card; add up to 2 ""Thunder Dragon"" from your Deck to your hand.",https://images.ygoprodeck.com/images/cards/31786629.jpg
426,Stone D.,Normal Monster,DARK,Dragon,5,1800,1200,5,Common,,
427,Kaiser Dragon,Fusion Monster,LIGHT,Dragon,7,2300,2000,7,Common,"""Winged Dragon, Guardian of the Fortress #1"" + ""Fairy Dragon""",https://images.ygoprodeck.com/images/cards/94566432.jpg
428,Magician of Faith,Flip Effect Monster,LIGHT,Spellcaster,1,300,400,1,Common,FLIP: Target 1 Spell in your GY; add that target to your hand.,https://images.ygoprodeck.com/images/cards/31560081.jpg
429,Goddess of Whim,Effect Monster,LIGHT,Fairy,3,950,700,3,Common,"Once per turn: You can toss a coin and call Heads or Tails. If you call it right, double this card's ATK during this turn. If you call it wrong, halve its ATK during this turn.",https://images.ygoprodeck.com/images/cards/67959180.jpg
430,Water Magician,Normal Monster,WATER,Aqua,4,1400,1000,4,Common,This monster swamps an opponent with an almost endless supply of water.,https://images.ygoprodeck.com/images/cards/93343894.jpg
431,Ice Water,Normal Monster,WATER,Aqua,3,1150,900,3,Common,''A very aggressive mermaid that attacks enemies with the spikes growing from its body.'',https://images.ygoprodeck.com/images/cards/20848593.jpg
432,Waterdragon Fairy,Normal Monster,WATER,Aqua,3,1100,700,3,Common,''A water fairy that is said to be able to summon a giant sea serpent.'',https://images.ygoprodeck.com/images/cards/66836598.jpg
433,Ancient Elf,Normal Monster,LIGHT,Spellcaster,4,1450,1200,4,Common,This elf is rumored to have lived for thousands of years. He leads an army of spirits against his enemies.,https://images.ygoprodeck.com/images/cards/93221206.jpg
434,Beautiful Beast Trainer,Normal Monster,EARTH,Warrior,5,1750,1500,5,Common,''A rare female beast-master with a very dangerous whip.'',https://images.ygoprodeck.com/images/cards/29616941.jpg
435,Water Girl,Normal Monster,WATER,Aqua,4,1250,1000,4,Common,''A lovely lady who can launch water projectiles that turn into lethal ice spikes before they reach an opponent.'',https://images.ygoprodeck.com/images/cards/55014050.jpg
436,White Dolphin,Normal Monster,WATER,Fish,2,500,400,2,Common,''A white dolphin with a horn that summons huge tidal waves.'',https://images.ygoprodeck.com/images/cards/92409659.jpg
437,Deepsea Shark,Fusion Monster,WATER,Fish,5,1900,1600,5,Common,"""Bottom Dweller"" + ""Tongyo""",https://images.ygoprodeck.com/images/cards/28593363.jpg
438,Metal Fish,Normal Monster,WATER,Machine,5,1600,1900,5,Common,A metal fish with a razor-sharp caudal fin.,https://images.ygoprodeck.com/images/cards/55998462.jpg
439,Bottom Dweller,Normal Monster,WATER,Fish,5,1650,1700,5,Common,This is one sea creature whose wrath is something monsters fear to face.,https://images.ygoprodeck.com/images/cards/81386177.jpg
440,7 Colored Fish,Normal Monster,WATER,Fish,4,1800,800,4,Common,A rare rainbow fish that has never been caught by mortal man.,https://images.ygoprodeck.com/images/cards/23771716.jpg
441,Mech Bass,Normal Monster,WATER,Machine,5,1800,1500,5,Common,''This monster carries a devastating plasma cannon on its powerful back.'',https://images.ygoprodeck.com/images/cards/50176820.jpg
442,Aqua Dragon,Fusion Monster,WATER,Sea Serpent,6,2250,1900,6,Common,"""Fairy Dragon"" + ""Amazon of the Seas"" + ""Zone Eater""",https://images.ygoprodeck.com/images/cards/86164529.jpg
443,Sea King Dragon,Normal Monster,WATER,Sea Serpent,6,2000,1700,6,Common,"''Protected by a tough shell, this master of the sea attacks its enemies with toxic bubbles.''",https://images.ygoprodeck.com/images/cards/23659124.jpg
444,Turu-Purun,Normal Monster,WATER,Aqua,2,450,500,2,Common,"A strange, one-eyed monster that can fell an enemy with a single stab of its spear.",https://images.ygoprodeck.com/images/cards/59053232.jpg
445,Guardian of the Sea,Normal Monster,LIGHT,Spellcaster,4,1700,1500,4,Common,,
446,Aqua Snake,Normal Monster,WATER,Aqua,3,1050,900,3,Common,''This monster hypnotizes an opponent with the ball on its tail and draws them to a watery doom.'',https://images.ygoprodeck.com/images/cards/12436646.jpg
447,Giant Red Seasnake,Normal Monster,WATER,Aqua,4,1800,800,4,Common,A sea-dwelling snake that attacks passing enemies with its sharp teeth.,https://images.ygoprodeck.com/images/cards/58831685.jpg
448,Spike Seadra,Normal Monster,WATER,Sea Serpent,5,1600,1300,5,Common,"Using the spikes sprouting from its body, this creature stabs its opponents and floods them with electricity.",https://images.ygoprodeck.com/images/cards/85326399.jpg
449,30000-Year White Turtle,Normal Monster,WIND,Machine,4,2100,1100,4,Common,,
450,Kappa Avenger,Normal Monster,WATER,Aqua,3,1200,900,3,Common,''An amphibian that sold his soul for unlimited power to avenge his late friend.'',https://images.ygoprodeck.com/images/cards/48109103.jpg
451,Kanikabuto,Normal Monster,WATER,Aqua,3,650,900,3,Common,''A monster crab with huge claws for clipping enemies to little pieces.'',https://images.ygoprodeck.com/images/cards/84103702.jpg
452,Zarigun,Normal Monster,WATER,Aqua,2,600,700,2,Common,''A lethal crawfish with extremely dangerous claws.'',https://images.ygoprodeck.com/images/cards/10598400.jpg
453,Millennium Golem,Normal Monster,EARTH,Rock,6,2000,2200,6,Common,"For nearly a millennium, this golem has served as guardian of an ancient treasure trove.",https://images.ygoprodeck.com/images/cards/47986555.jpg
454,Destroyer Golem,Normal Monster,EARTH,Rock,4,1500,1000,4,Common,A golem with a massive right hand for crushing its victims.,https://images.ygoprodeck.com/images/cards/73481154.jpg
455,Barrel Rock,Normal Monster,EARTH,Rock,4,1000,1300,4,Common,"''Shouldering a pair of machine guns, this monster is unstoppable.''",https://images.ygoprodeck.com/images/cards/10476868.jpg
456,Minomushi Warrior,Normal Monster,EARTH,Rock,4,1300,1200,4,Common,''A rock warrior that wields a heavy blade carved from stone.'',https://images.ygoprodeck.com/images/cards/46864967.jpg
457,Stone Ghost,Normal Monster,EARTH,Rock,4,1200,1000,4,Common,"''With a head that erupts when angered, this monster launches a dangerous shower of boulders.''",https://images.ygoprodeck.com/images/cards/72269672.jpg
458,Kaminari Attack,Fusion Monster,WIND,Thunder,5,1900,1400,5,Common,"""Ocubeam"" + ""Mega Thunderball""",https://images.ygoprodeck.com/images/cards/9653271.jpg
459,Tripwire Beast,Normal Monster,EARTH,Thunder,4,1200,1300,4,Common,This creature attacks with electromagnetic waves.,https://images.ygoprodeck.com/images/cards/45042329.jpg
460,Bolt Escargot,Normal Monster,WATER,Thunder,5,1400,1500,5,Common,"''After rendering an opponent immobile by spitting a sticky goo, this monster closes in for the attack.''",https://images.ygoprodeck.com/images/cards/12146024.jpg
461,Bolt Penguin,Normal Monster,WATER,Thunder,3,1100,800,3,Common,"With each arm forming an electric whip, this monster paralyzes its enemies with electric shocks.",https://images.ygoprodeck.com/images/cards/48531733.jpg
462,The Immortal of Thunder,Flip Effect Monster,LIGHT,Thunder,4,1500,1300,4,Common,"FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveyard, you lose 5000 Life Points.",https://images.ygoprodeck.com/images/cards/84926738.jpg
463,Electric Snake,Effect Monster,LIGHT,Thunder,3,800,900,3,Common,"When this card is discarded from your hand to the Graveyard by an effect of a card controlled by your opponent, draw 2 cards from your Deck.",https://images.ygoprodeck.com/images/cards/11324436.jpg
